Date,Open,High,Low,Close,Volume
2003-07-03,763.2029201841904,786.9785686876439,756.4246738296239,779.728491941673,13360285000
2003-07-04,779.8633844973139,790.438349961627,769.0925863392172,778.5731926323868,8050161000
2003-07-07,768.4889677666923,786.2122409823485,762.7118956254798,780.7926323867997,9743000000
2003-07-08,786.3161320030699,797.2469685341521,781.3412739831159,785.9121412125864,7296736000
2003-07-09,783.6456792018419,793.2818035303146,776.5976745970836,787.2852225633153,12689078000
2003-07-10,776.4461857252494,789.0758403683806,773.1152877973907,783.1311128165771,5294338000
2003-07-11,783.1002072141212,797.0506485034535,776.5475518035303,784.5936569455104,17571760000
2003-07-14,779.2434382194934,796.4641596316193,775.4307751343055,793.555410590944,26847997000
2003-07-15,804.5866462010745,810.2243207981581,778.242697620875,784.5647812739832,12338108000
2003-07-16,772.5124865694552,792.0433077513431,763.5482808902534,785.5523867996931,3147687000
2003-07-17,777.5789370683038,781.7284113584036,774.3709401381427,779.6362394474289,11034441000
2003-07-18,781.9209209516499,793.625418265541,779.7219646968533,789.3671220260936,4665493000
2003-07-21,786.2932655410591,788.2498273215657,774.635418265541,776.7783192632387,2932000000
2003-07-22,776.6951266308519,786.8606523407522,767.9634996162702,772.3467996930161,9496457000
2003-07-23,772.479347659248,777.7071603990792,766.3063277052956,775.4433307751343,13492799000
2003-07-24,780.565234075211,799.1492862624712,767.6697006907137,787.9357789716039,7035150000
2003-07-25,798.0778165771297,804.6254758250191,780.3640598618572,787.4378702993092,6372338000
2003-07-28,786.9374520337682,790.3900613967767,780.1258633921718,783.098618572525,10525290000
2003-07-29,792.760771297007,811.9386722947045,783.4588449731389,798.020928626247,6350482000
2003-07-30,801.4670759785113,808.5500537221797,782.6455871066769,786.4919723714505,9819179000
2003-07-31,797.358986953185,810.2476362240983,763.3179278587875,769.4101036070607,3454361000
2003-08-01,777.0383115886416,782.5137221795856,765.4060015349193,773.1138756715272,9910072000
2003-08-04,783.9272640061396,794.3595548733691,760.0753069838834,769.5902148887184,6218125000
2003-08-05,766.7880890253263,772.8510974673829,758.1468303914045,762.1849117421335,11974454000
2003-08-06,756.8730506523408,774.749900230238,753.5145126630852,768.009255564083,4899418000
2003-08-07,763.4985571757483,774.77539524175,759.6649040675364,770.328357636224,21781186000
2003-08-08,764.9993476592477,769.8049462778204,761.114723714505,766.487075978511,9950627000
2003-08-11,758.8193399846507,764.7878741366078,748.4423637759018,757.2710667689946,13013931000
2003-08-12,755.074731389102,769.0700844205679,751.8805257099001,764.4798925556408,3864364000
2003-08-13,763.3646124328473,781.6366692248656,756.7449884881044,770.0434458940905,6062453000
2003-08-14,781.6141980046048,787.8016807367613,761.6886070606294,769.8674635456639,10045325000
2003-08-15,758.1688411358405,794.0127858787415,753.6483039140446,784.7581427475058,29932858000
2003-08-18,773.9162701458174,779.5457022256332,767.6098810437453,776.8022448196471,6884991000
2003-08-19,779.0411972371451,784.2243438219492,758.4156024558711,765.4057175748273,9860731000
2003-08-20,764.7784727551804,767.5272486569455,758.3170644666154,760.7564543361474,13118910000
2003-08-21,756.2396930161166,769.008257866462,748.2712509593247,761.2065694551037,4483324000
2003-08-22,770.0853300076745,772.5652072141213,757.2209669992326,763.9571719109747,8501170000
2003-08-25,770.9004988488106,775.280276285495,757.1883346124329,762.8808518802764,21352989000
2003-08-26,767.6065502686109,771.9427705295471,764.3215349194168,766.5792363775902,3134042000
2003-08-27,757.8001995395241,768.5376055257099,752.634765924789,757.3338756715272,7274103000
2003-08-28,756.6746661550269,777.0211742133538,750.0440982348426,769.9597390636992,6734158000
2003-08-29,759.4270990023024,775.4803607060629,751.2926477359939,770.197160399079,7348185000
2003-09-01,771.2970069071374,789.8479470452801,759.7011703760553,780.4705487336915,12922338000
2003-09-02,785.1688104374521,791.0503146584805,781.1837912509594,784.2925863392172,8799826000
2003-09-03,790.054865694551,792.8542632386799,787.3996431312355,789.1297429009976,6235416000
2003-09-04,783.8247045280123,804.1006983883345,769.6459401381427,795.0330237912509,6071871000
2003-09-05,777.5570913277054,809.9262125863393,770.9123330775134,799.9109247889486,5105104000
2003-09-08,799.6517267843439,809.6404451266309,798.1937835763623,806.6402148887184,4390122000
2003-09-09,819.5800652340752,822.5952225633155,816.0583614735227,819.8695203376823,5388969000
2003-09-10,817.9599999999998,826.8088795088257,810.9460859554872,822.4870529547197,12813143000
2003-09-11,821.7729969301612,834.3520798158096,817.4712164236377,830.1469685341519,5550004000
2003-09-12,837.7232233307751,845.1254643131235,823.6686415963162,829.9460322333076,6998834000
2003-09-15,825.9174980813508,853.9323484267077,816.740636991558,845.2397544128933,8870658000
2003-09-16,856.6590023023791,862.5726784343822,833.4647889485802,838.8210283960093,16614135000
2003-09-17,852.6815694551037,865.0781235610132,846.3377359938604,858.4310475825021,14167308000
2003-09-18,876.5227014581736,885.8957175748274,848.4522179585573,858.5779892555641,13273967000
2003-09-19,876.5274059861856,884.4145241749808,837.6022294704528,843.386926323868,9902297000
2003-09-22,861.5928626247121,865.8260168841135,843.2248656945511,845.5725633154259,17566849000
2003-09-23,840.1022793553338,846.7502379125096,831.5914313123561,838.7385955487338,13307918000
2003-09-24,838.2397544128933,854.1806907137376,828.8555640828857,849.0742287029932,14899141000
2003-09-25,847.6682732156562,862.5751726784345,831.9196584804299,842.3496085955488,6930716000
2003-09-26,842.1432847275518,846.7954029163468,829.5544819646967,838.065049884881,14518853000
2003-09-29,839.221834228703,851.9202801227934,810.7083844973139,816.8803914044512,16377253000
2003-09-30,817.2705909439755,820.9038833461243,803.6059861857252,812.8176669224865,18387011000
2003-10-01,807.7785072908673,813.6437759017653,782.7133614735227,785.688852647736,9950686000
2003-10-02,794.2960782808904,798.622563315426,764.9421642363776,769.0235226400615,13773682000
2003-10-03,757.6374750575596,784.4795165003839,753.306926323868,779.3883614735227,10703065000
2003-10-06,783.3000767459707,793.6392939370683,779.5180353031466,790.2379125095931,6921954000
2003-10-07,802.3355218726016,805.7400920951649,794.5922755180353,796.9398311588641,10244826000
2003-10-08,791.2275134305448,795.5333461243284,777.4857559478128,786.5526093630085,12742097000
2003-10-09,782.9664466615503,795.8098349961627,775.0609286262471,787.6334113584037,6601128000
2003-10-10,793.7682732156562,800.3746891788181,774.9720337682272,789.2695011511896,13826010000
2003-10-13,786.9964696853414,797.4088257866462,765.9496930161166,776.2016692248656,8011745000
2003-10-14,785.952663085188,799.4865387567153,784.1621412125862,797.1897313891021,13945230000
2003-10-15,791.4439485801996,813.7659976976208,786.3516538756716,810.5276937835763,6047568000
2003-10-16,807.5835456638526,814.1527858787414,805.1092555640829,809.1299769762087,11195664000
2003-10-17,809.4866346891789,814.7493937068305,802.4035801995395,811.1707175748274,18547664000
2003-10-20,814.2921719109747,827.4179201841905,803.1123561013048,815.7919033000769,4593393000
2003-10-21,828.1367958557177,840.1830084420569,777.5699961627015,788.1523023791251,3352459000
2003-10-22,781.2220567920184,793.7637298541827,768.816976208749,786.623668457406,5679600000
2003-10-23,794.1640214888719,796.5379623944743,776.5769723714504,778.9136262471221,15258670000
2003-10-24,783.3796623177284,793.5186876438987,755.8985495011513,766.6969224865694,10507816000
2003-10-27,767.1698004604759,776.2099769762088,760.8317152724483,764.9159823484267,11551112000
2003-10-28,758.4690713737529,796.4205679201842,751.3025326170376,793.0678741366078,5324117000
2003-10-29,786.45257866462,807.7724520337682,784.518944742901,804.8283384497313,6805408000
2003-10-30,823.0522256331542,825.8617037605525,794.944957789716,797.9417344589408,8179645000
2003-10-31,798.0899808135074,814.0375326170376,794.827981580967,808.9758096699923,10551712000
2003-11-03,790.443668457406,837.5047582501919,782.8128165771298,833.4266308518803,6155644000
2003-11-04,847.753944742901,867.22426323868,832.8788718342287,850.7464888718343,4498085000
2003-11-05,846.4529547198772,860.2263008442058,841.4399079048351,853.5088181120492,10749047000
2003-11-06,845.3613929393706,850.3037797390637,840.0175940138142,843.8937298541827,8004712000
2003-11-07,846.7649731389101,862.095410590944,841.2781580966998,858.0148273215656,9077856000
2003-11-10,837.3870874904068,874.9754412893324,829.7211243284728,866.8947620874903,12359367000
2003-11-11,870.6574290099769,891.6763775901766,863.4875901765158,885.1480506523409,11931215000
2003-11-12,879.2601573292403,905.6113967766693,875.2438910207214,898.8630621642365,27141051000
2003-11-13,897.5174520337682,925.6192171910974,888.822287029931,920.9439907904833,14239181000
2003-11-14,925.0016577129701,931.0433806600153,905.6151688411358,911.4424673829624,9499499000
2003-11-17,909.7493860322334,952.7996546431312,899.384497313891,939.6699539524174,7114563000
2003-11-18,946.4910936300844,950.6105026861089,940.7416116653876,945.1137452033769,5319441000
2003-11-19,946.8348119723715,998.3237452033769,940.460353031466,991.0007060629317,12898558000
2003-11-20,999.3716653875673,1004.3847275518036,970.25539524175,976.1799232540293,6622249000
2003-11-21,983.8084727551806,1020.8197620874905,972.5441673062164,1016.6003990790485,8035600000
2003-11-24,1027.1371834228703,1032.6159247889486,1014.9368380660014,1022.0515924788948,9796943000
2003-11-25,1025.9242824251728,1036.6505295471986,999.7623944742901,1006.9978511128165,9625467000
2003-11-26,1001.9141903300077,1005.878242517268,993.7700959324635,996.2222179585573,7193697000
2003-11-27,979.6519723714506,994.6450882578665,977.7444512663086,989.5202148887184,15625525000
2003-11-28,978.7441097467382,1016.1399117421334,962.6555141980044,1000.8532003069838,11033263000
2003-12-01,996.8663085188027,1019.9508825786646,991.5283192632386,1014.7530314658479,7780042000
2003-12-02,1014.3183346124329,1027.1206830391404,983.8043706830391,1001.2609593246355,6026355000
2003-12-03,997.5830314658481,1013.3706830391404,982.5994397544129,1001.7437221795856,9946239000
2003-12-04,1008.2169033000768,1067.3622217958557,1004.857244819647,1057.014984650806,3945321000
2003-12-05,1042.7139831158865,1116.603576362241,1028.304297774367,1104.162916346892,9339644000
2003-12-08,1098.4896201074444,1131.6348618572526,1087.7014198004606,1116.8154834996164,11837457000
2003-12-09,1115.2327168073675,1123.2638986953184,1112.478802762855,1118.1531465848043,8122283000
2003-12-10,1117.8888564850345,1125.093929393707,1112.7094090560245,1121.9016462010745,11033939000
2003-12-11,1108.7554259401381,1144.4923407521105,1101.954504988488,1140.2193092862626,10736452000
2003-12-12,1141.1908595548734,1148.704270913277,1099.1285993860322,1109.5446277820415,13656240000
2003-12-15,1113.3415195702228,1117.699347659248,1096.642939370683,1102.3762471220261,6312480000
2003-12-16,1119.2921297006906,1132.9434458940905,1034.141884113584,1053.6345740598617,3850824000
2003-12-17,1052.375149654643,1081.6081504221029,1043.4378357636224,1065.9614121258633,10595158000
2003-12-18,1060.804681504221,1090.3860514198004,1056.9120567920183,1085.5782732156563,13358481000
2003-12-19,1100.7647275518036,1105.4864927091328,1066.9383115886417,1072.034205679202,4725941000
2003-12-22,1086.6264198004606,1125.970836531082,1083.294992325403,1119.2692440521873,7545510000
2003-12-23,1111.7114044512664,1120.5902072141212,1072.1251266308518,1081.9473829623946,14436549000
2003-12-24,1075.8095049884882,1079.082194934766,1034.9461550268613,1038.865621642364,9795991000
2003-12-25,1055.9739600920952,1060.6219493476592,1043.726055257099,1046.6779815809668,5275854000
2003-12-26,1061.4742939370683,1089.8405755947813,1042.8787643898695,1078.6832578664619,8740395000
2003-12-29,1079.8231005372218,1142.7409056024558,1064.9983115886416,1130.912202609363,11577308000
2003-12-30,1131.214965464313,1148.908860322333,1107.7312854950114,1116.831373752878,9642721000
2003-12-31,1112.18276285495,1166.3119877206445,1106.2838986953184,1151.8636684574058,5235549000
2004-01-01,1141.7392747505755,1159.8937029930928,1130.269213353799,1151.0895855717574,10002629000
2004-01-02,1145.1709593246353,1151.4577436684574,1137.8038372985418,1145.9258940905602,6753975000
2004-01-05,1147.3171910974672,1186.2046623177282,1141.2463161934,1175.691366078281,7338248000
2004-01-06,1182.4674904067538,1211.544773599386,1172.010099769762,1198.2318112049118,20833134000
2004-01-07,1212.0140828856486,1223.2637452033769,1132.9271297006908,1143.720019186493,13933139000
2004-01-08,1150.9726016884115,1203.0383883346126,1134.1746584804298,1193.5552570990023,3673998000
2004-01-09,1198.9476170376056,1245.4899040675364,1193.522041442824,1241.9338641596316,15891962000
2004-01-12,1228.9477743668458,1232.8602455871066,1208.01147352264,1219.1731389102072,4532852000
2004-01-13,1206.0227091327706,1238.58110514198,1202.3949232540292,1233.4995855717575,18537958000
2004-01-14,1245.9355333844974,1258.6767152724483,1231.6344742901,1251.4934151957023,15448867000
2004-01-15,1251.674121258634,1268.0737759017652,1244.4451534919417,1261.0678434382196,7241507000
2004-01-16,1248.2421258633922,1254.8865310821182,1225.4331696085956,1240.5209593246354,5017386000
2004-01-19,1258.0632194934765,1269.563123561013,1205.7025134305447,1216.032712970069,5464769000
2004-01-20,1234.3430851880275,1242.1961780506524,1209.349992325403,1215.493031465848,16252310000
2004-01-21,1227.4316922486569,1263.571734458941,1223.653115886416,1258.1474366845741,10503166000
2004-01-22,1272.121742133538,1285.0091250959324,1264.3207904834996,1278.5127244819648,10339143000
2004-01-23,1275.0003875671528,1280.2627168073677,1259.2793438219494,1264.370218726017,9716488000
2004-01-26,1263.9293937068305,1300.2830391404452,1253.6595548733694,1293.4584804297776,9517515000
2004-01-27,1307.5737145049884,1314.364589409056,1177.9261358403685,1183.8318188795088,11689851000
2004-01-28,1175.9375825019185,1230.8672985418266,1171.732563315426,1225.101926323868,9596171000
2004-01-29,1221.9333192632387,1230.1653914044514,1155.4547045280124,1162.2838833461244,13589695000
2004-01-30,1149.7305909439756,1155.558986953185,1140.9482578664622,1150.8697774366847,22486413000
2004-02-02,1157.0537797390637,1173.1090560245586,1100.495721412126,1113.8198772064466,6617382000
2004-02-03,1117.8787797390637,1129.542563315426,1061.3910360706063,1072.603660782809,10866291000
2004-02-04,1085.3940368380659,1126.9499424405217,1080.36057943208,1111.5175479662316,8338723000
2004-02-05,1109.304128933231,1111.7632233307752,1095.5332003069839,1097.7929086722947,14342803000
2004-02-06,1097.9055065234077,1117.329221028396,1089.9098541826554,1110.8768227168075,3871720000
2004-02-09,1140.759171143515,1149.7470836531083,1102.5305832693784,1111.079086722947,26281625000
2004-02-10,1115.4113891020722,1131.0705410590945,1110.1072678434384,1128.498442056792,6618767000
2004-02-11,1130.3269071373752,1141.7712970069072,1111.83981580967,1132.714489639294,3669096000
2004-02-12,1131.2356983883346,1148.4704988488104,1084.2972333077514,1091.6664121258634,15696195000
2004-02-13,1087.6773906369915,1131.8905065234076,1085.432663085188,1125.597252494244,19125525000
2004-02-16,1141.18371066769,1158.9296623177283,1092.4792977743668,1111.1346124328472,8540344000
2004-02-17,1110.618818112049,1119.8808902532617,1056.2911435149654,1062.6353952417496,5945221000
2004-02-18,1054.4132808902532,1072.1362010744435,1045.5183307751342,1051.8010590943975,12480607000
2004-02-19,1052.7183346124327,1112.1806907137375,1044.5531542594015,1100.0736991557942,3372297000
2004-02-20,1094.925997697621,1134.270602455871,1087.639462778204,1129.2250460475825,6670120000
2004-02-23,1140.7636224098235,1155.1880276285494,1104.9443591711436,1119.8119723714506,9645214000
2004-02-24,1141.7279777436686,1147.7096930161167,1095.5948388334612,1110.623058326938,6923271000
2004-02-25,1120.4266538756715,1126.198234842671,1094.2594627782044,1102.573768227168,6086646000
2004-02-26,1111.3269608595551,1176.013207981581,1109.3206638526478,1169.9269915579434,13096265000
2004-02-27,1161.4666462010744,1195.4680890253262,1156.2512049117422,1184.2825172678433,11298444000
2004-03-01,1210.5978319263238,1214.361013046815,1196.2464888718341,1200.2389677666922,7509861000
2004-03-02,1192.0836147352263,1242.1671910974674,1184.7938219493476,1236.4163545663853,6168672000
2004-03-03,1246.5637068303915,1252.1708250191866,1241.0511665387567,1245.8611281657713,14117872000
2004-03-04,1247.5852494244052,1263.6231005372217,1215.78,1238.0788334612432,8050542000
2004-03-05,1217.1804221028397,1244.0863161933999,1208.1125402916346,1232.622889485802,4804475000
2004-03-08,1223.9455487336916,1240.0242517267843,1217.8500000000001,1231.5446661550268,5235807000
2004-03-09,1223.6842402148889,1244.5487336914812,1213.2994435917115,1231.6829739063699,2994313000
2004-03-10,1216.8806139677667,1262.389992325403,1213.488442056792,1257.410283960092,7597574000
2004-03-11,1247.7894742900999,1265.851139677667,1238.9216039907906,1260.3918994627784,4618857000
2004-03-12,1271.463829623945,1308.9633614735226,1247.2026247122028,1286.3467536454336,7419459000
2004-03-15,1299.1078280890254,1306.8344589409055,1271.1123944742899,1284.6203952417497,10885314000
2004-03-16,1291.044497313891,1311.39852647736,1267.1097927858789,1288.3760092095165,10371184000
2004-03-17,1295.3928089025326,1303.9364658480429,1216.837494244052,1221.9337106676899,14031335000
2004-03-18,1202.563952417498,1262.4200767459708,1182.3937068303915,1252.7781811204914,12687062000
2004-03-19,1260.2098848810435,1277.8037950882576,1248.8673407521105,1265.451204911742,15404903000
2004-03-22,1267.433768227168,1303.6758250191865,1261.272755180353,1299.2087490406752,28271538000
2004-03-23,1299.2918380660014,1301.7391788181121,1198.991884113584,1204.611197237145,6867188000
2004-03-24,1220.4176592478896,1280.024320798158,1209.5390330007674,1270.0488257866461,11136563000
2004-03-25,1254.0666193399848,1282.7446162701458,1238.303307751343,1267.0497812739832,11631780000
2004-03-26,1272.4598925556409,1312.5112509593246,1252.7905909439755,1303.368795088258,9287490000
2004-03-29,1295.5739639293938,1305.1768035303148,1257.2997889485803,1271.2376247122027,10284338000
2004-03-30,1273.0320798158098,1299.0364236377588,1253.2199002302377,1291.745871066769,6723441000
2004-03-31,1289.8882924021489,1309.0300153491942,1246.067075978511,1260.248165771297,12293409000
2004-04-01,1245.1855717574826,1256.2016270145816,1235.7098388334612,1243.108887183423,4999340000
2004-04-02,1230.3437528779739,1322.3862279355335,1216.4279547198773,1301.3404758250192,3833587000
2004-04-05,1301.0788181120492,1317.8578664620109,1287.316692248657,1296.8909439754414,4691631000
2004-04-06,1295.3413008442055,1316.1740828856484,1283.8563852647735,1304.895978511128,8200234000
2004-04-07,1296.3952570990023,1340.9519877206446,1271.3226093630085,1332.4104528012278,13138619000
2004-04-08,1341.5873254029163,1358.311765157329,1335.4831120491174,1348.6306485034536,7724121000
2004-04-09,1345.635878741366,1370.860936300844,1322.442647735994,1354.2884190330008,14727410000
2004-04-12,1344.1144282425173,1375.9175556408288,1325.8542594013816,1366.3724673829624,6290007000
2004-04-13,1357.5688411358403,1444.113768227168,1355.2567306216424,1439.7387567152728,8243307000
2004-04-14,1431.7351726784345,1461.2494858019954,1411.102866462011,1438.3308595548735,5177673000
2004-04-15,1442.1746047582503,1451.8544666155028,1432.1896469685341,1444.989808135073,7397346000
2004-04-16,1436.903910207214,1491.9639217191097,1421.2617037605526,1477.7374251726785,3225863000
2004-04-19,1471.3369148119725,1517.74681504221,1463.5579432079815,1512.2876438986955,9005099000
2004-04-20,1516.3214274750578,1564.9246815042213,1503.2113392171912,1549.5206753645434,12054826000
2004-04-21,1542.3857482732155,1573.7619186492707,1535.8600613967765,1569.462478894858,4461099000
2004-04-22,1569.4659094397543,1585.5777782041441,1514.7106216423638,1532.4517805065234,11779094000
2004-04-23,1533.4120030698389,1598.093937068304,1517.2728779739064,1582.4704834996162,4261735000
2004-04-26,1580.8204911742132,1591.7840752110515,1530.0197620874906,1545.9071949347658,16820887000
2004-04-27,1571.1385648503456,1574.90778971604,1548.1183729854183,1554.8052570990023,8588962000
2004-04-28,1550.037689946278,1557.107321565618,1522.3739140445125,1531.8326899462782,13427005000
2004-04-29,1523.348610897928,1536.3668917881812,1515.4621335379893,1529.8647429009977,3913540000
2004-04-30,1560.484965464313,1571.7366462010743,1530.9283115886417,1539.2970990023025,13450801000
2004-05-03,1533.5742517267845,1563.2532617037605,1517.2430928626247,1548.392747505756,12326218000
2004-05-04,1544.6190445126633,1576.5512547966232,1537.7223599386032,1560.2206907137374,9404202000
2004-05-05,1558.5558864159632,1613.3397697620876,1540.0093323100539,1605.5395548733693,16761474000
2004-05-06,1599.387371450499,1630.6559554873372,1571.2638986953184,1617.9351036070607,18109540000
2004-05-07,1612.5306446661548,1623.7302379125094,1589.6255794320798,1610.3244512663084,14131746000
2004-05-10,1605.6103415195703,1650.0797582501918,1598.8175748273213,1636.7051803530314,6989469000
2004-05-11,1661.1986339217192,1680.172018419033,1641.6059401381426,1669.2496546431312,7238119000
2004-05-12,1657.0212202609362,1667.4172217958558,1621.100076745971,1633.6513468917883,9725229000
2004-05-13,1622.2979815809672,1674.419155794321,1595.4972371450501,1649.1974136607828,36650811000
2004-05-14,1642.6990445126632,1679.356166538757,1626.7268112049119,1667.3769915579433,6376203000
2004-05-17,1675.4590943975443,1695.9914044512664,1640.3536454336147,1658.4288564850349,11469021000
2004-05-18,1678.0262432847273,1714.4746584804295,1657.35,1693.9821412125862,7453318000
2004-05-19,1689.9305755947812,1702.4199769762085,1670.2983115886418,1688.8838986953185,11394144000
2004-05-20,1685.0208211818879,1702.842966231773,1665.7689409056024,1691.1502801227937,13158299000
2004-05-21,1657.3339831158864,1695.614044512663,1642.2741366078283,1685.6544282425173,9822881000
2004-05-24,1691.915828856485,1696.9067728319262,1676.10644666155,1685.1099961627015,10820957000
2004-05-25,1676.5874904067537,1690.394681504221,1638.443883346124,1656.8061703760552,5910326000
2004-05-26,1683.9692018419032,1704.363046815042,1603.9986300844207,1621.3106753645432,9757081000
2004-05-27,1635.4169148119722,1678.5970836531083,1611.3394934765927,1658.243561013047,7487198000
2004-05-28,1663.299320798158,1675.5753798925557,1620.6816231772832,1637.7087874136607,4231260000
2004-05-31,1647.063468917882,1662.6380660015352,1605.7352647735995,1614.6045280122796,14105717000
2004-06-01,1622.8488603223332,1639.8893361473524,1545.582555640829,1566.4842095165006,11458789000
2004-06-02,1549.5976669224865,1560.6914811972372,1541.3414735226402,1553.148257866462,9463046000
2004-06-03,1571.0277590176513,1577.4496699923252,1511.889094397544,1526.0315694551034,8867723000
2004-06-04,1519.4643668457404,1570.5811665387569,1511.7947045280123,1559.8407828089028,18139004000
2004-06-07,1551.8641596316195,1587.9849386032236,1548.4193207981582,1580.7950882578666,10473315000
2004-06-08,1599.4207214121257,1606.4733077513429,1553.2713430544895,1567.0761013046815,7174144000
2004-06-09,1558.8306983883344,1621.639205679202,1545.6734113584034,1612.232962394474,5546137000
2004-06-10,1613.9161857252493,1641.297897160399,1601.7083269378356,1632.084689178818,7696332000
2004-06-11,1606.6518802762855,1635.417889485802,1599.7973676132,1625.437260168841,31380168000
2004-06-14,1627.9189562547965,1637.247429009977,1564.1122026093628,1575.923484267076,6441689000
2004-06-15,1568.5985149654643,1628.0613699155795,1564.5625095932464,1619.7739140445128,5184210000
2004-06-16,1626.031366078281,1641.0814888718344,1581.5278511128167,1593.1280890253263,8108143000
2004-06-17,1602.014163468918,1615.9398426707598,1556.4535993860325,1562.7259094397546,5617342000
2004-06-18,1576.5454796623176,1588.5818265541056,1568.4684574059863,1581.8581734458942,7673098000
2004-06-21,1580.486128165771,1638.0503069838833,1568.1231580966999,1626.5374712202608,5467899000
2004-06-22,1629.8846891788182,1659.5045356868764,1623.366592478895,1652.1500460475827,4387245000
2004-06-23,1693.590134305449,1716.2340675364546,1653.7431619339986,1662.503434382195,10683125000
2004-06-24,1675.7888411358404,1688.2247735993858,1659.222041442824,1673.3045433614734,8203496000
2004-06-25,1699.92018419033,1729.5965118956253,1661.541884113584,1688.746389102072,2015995000
2004-06-28,1689.8308902532615,1716.1022640061396,1675.7693399846505,1702.3300460475825,7401271000
2004-06-29,1707.231826554106,1727.414336147352,1679.2456062931694,1707.0580890253261,14548147000
2004-06-30,1693.6794474290102,1734.5981887950884,1676.7990176515734,1708.5168380660018,9247602000
2004-07-01,1734.9467306216425,1743.052874136608,1691.1677551803532,1706.9740099769765,15344519000
2004-07-02,1701.958050652341,1714.8598081350733,1677.6638526477361,1693.1053261703764,4759307000
2004-07-05,1696.1767267843436,1710.802570990023,1662.4806408288566,1687.9269953952419,6096017000
2004-07-06,1694.8029470452802,1706.751281657713,1640.4394781273982,1658.2747659247889,1357672000
2004-07-07,1625.3730660015349,1662.7302724481965,1612.7751918649274,1656.7077321565616,5956015000
2004-07-08,1645.9059171143515,1652.369984650806,1629.3963392171913,1640.1697851112815,4157595000
2004-07-09,1660.888810437452,1676.639221028396,1605.5948158096699,1622.146588641596,11449861000
2004-07-12,1651.5709900230238,1668.6899462778201,1609.065234075211,1625.586339217191,6512076000
2004-07-13,1618.6828856485035,1661.1492325402915,1604.0458595548735,1648.7887528779738,5353157000
2004-07-14,1672.2594244052186,1684.2791404451266,1656.442471220261,1664.2560168841135,10625719000
2004-07-15,1637.8992325402915,1667.1317728319261,1611.5607137375287,1638.3815694551038,19286372000
2004-07-16,1637.2876438986953,1661.3064620107446,1605.50147352264,1622.703745203377,4421118000
2004-07-19,1642.5141404451267,1655.0160974673831,1620.906542594014,1638.4736953184959,10288161000
2004-07-20,1657.8851880276286,1661.6211435149658,1614.4015963161937,1623.0016193399847,13981034000
2004-07-21,1620.801926323868,1628.7342402148886,1609.2920069071372,1620.0248234842672,5380807000
2004-07-22,1635.1341826554105,1647.8857405986187,1624.0114198004605,1629.5581273983116,12873700000
2004-07-23,1622.6714965464314,1644.3911166538758,1595.3567613200305,1614.5505026861092,11594149000
2004-07-26,1613.317689946278,1623.4585188027631,1595.7696469685343,1617.0212970069072,14361934000
2004-07-27,1612.7869646968534,1623.8623637759017,1570.721039907905,1596.357720644666,23593275000
2004-07-28,1598.6522640061396,1602.6855103607058,1584.8008595548736,1587.7742747505756,6090017000
2004-07-29,1587.2777129700692,1600.3297237145048,1579.293300076746,1593.9363008442056,8385080000
2004-07-30,1591.8647352264006,1608.2440982348426,1561.5238449731391,1569.4997544128933,17496209000
2004-08-02,1575.4319455103607,1585.538718342287,1568.5416346891786,1577.7483883346124,3883239000
2004-08-03,1583.3205832693784,1592.8741366078282,1564.6712202609365,1578.6693169608598,7372097000
2004-08-04,1586.4464927091328,1607.8589984650807,1572.8512509593247,1588.8108825786649,10031343000
2004-08-05,1592.902862624712,1606.1685495011511,1585.049930928626,1593.642310053722,8466129000
2004-08-06,1594.9864236377591,1630.107916346892,1585.1589178818112,1617.231515732924,5171015000
2004-08-09,1611.824021488872,1628.5023023791252,1605.5585571757483,1620.3112816577132,15009605000
2004-08-10,1615.9228434382194,1621.0665924788948,1601.0548887183422,1613.9809669992326,5831892000
2004-08-11,1587.2407444359171,1621.8507904834994,1580.8616960859556,1617.103591711435,3063580000
2004-08-12,1607.7432041442826,1635.921876438987,1598.4195970836531,1627.5039063699155,15491712000
2004-08-13,1634.6644973138912,1651.810652340752,1609.8367459708365,1629.315610130468,15587025000
2004-08-16,1652.1536838066,1668.5993860322335,1616.6452417498083,1631.0092095165005,6743990000
2004-08-17,1608.2985648503454,1626.9147505755948,1602.3759094397544,1619.4295855717576,8730664000
2004-08-18,1597.6286914811974,1625.5671258633922,1580.1299386032233,1608.63429009977,9894760000
2004-08-19,1631.309808135073,1640.2522486569455,1572.528165771297,1584.5855564082888,6446200000
2004-08-20,1599.9196277820415,1642.9958211818878,1581.2304067536452,1617.4006868764388,10966802000
2004-08-23,1641.7710667689944,1652.3842287029931,1589.7202993092862,1595.5269378357636,6713745000
2004-08-24,1578.9057904834997,1590.0350498848811,1571.4066116653878,1584.0894858019956,13402619000
2004-08-25,1573.9780199539523,1588.7038833461245,1558.444850345357,1572.2438066001537,5872503000
2004-08-26,1573.095387567153,1602.1807904834995,1561.784397544129,1590.5556062931696,10551486000
2004-08-27,1577.3153722179586,1602.1108902532617,1567.5079662317728,1586.389094397544,12065627000
2004-08-30,1588.7476016884114,1622.4630660015348,1563.2886799693015,1612.0337490406753,8415414000
2004-08-31,1610.4529086722948,1619.030713737529,1588.4535379892557,1599.9555947812742,26140224000
2004-09-01,1620.918902532617,1638.6279585571756,1587.5268265541058,1606.9917805065234,11058239000
